GeneSymbol	altName	NCBI_Accession	Chr	Start	End	Zma_alias	Zma_fullname	Zma_description	Ara_ortholog	Ara_alias	Annotation	TF	EC	KO	GO
GRMZM2G073376	GRMZM2G073376	NP_001148167	-	-	-	-	-	indole-3-acetate beta-glucosyltransferase 	AT2G30150		UDP-Glycosyltransferase superfamily protein	-			GO:GO:0016758,GO:GO:0008152
GRMZM2G073376	GRMZM2G073376	NP_001148167	-	-	-	-	-	indole-3-acetate beta-glucosyltransferase 	AT2G30150		UDP-Glycosyltransferase superfamily protein	-			GO:GO:0016758,GO:GO:0008152
GRMZM2G073376	GRMZM2G073376	NP_001148167	-	-	-	-	-	indole-3-acetate beta-glucosyltransferase 	AT2G30150		UDP-Glycosyltransferase superfamily protein	-			GO:GO:0016758,GO:GO:0008152
GRMZM2G073376	GRMZM2G073376	NP_001148167	-	-	-	-	-	indole-3-acetate beta-glucosyltransferase 	AT2G30150		UDP-Glycosyltransferase superfamily protein	-			GO:GO:0016758,GO:GO:0008152
GRMZM2G073376	GRMZM2G073376	NP_001148167	-	-	-	-	-	indole-3-acetate beta-glucosyltransferase 	AT2G30150		UDP-Glycosyltransferase superfamily protein	-			GO:GO:0016758,GO:GO:0008152
GRMZM2G085392	AtENODL9,ENODL9(Ara)	NP_001147242	-	-	-	-	-	early nodulin-like protein 3 	AT3G20570	AtENODL9,ENODL9	early nodulin-like protein 9	-			GO:GO:0009055
GRMZM2G087150	GRMZM2G087150	NP_001149094	-	-	-	-	-	LOC100282715 	AT1G28590		GDSL-like Lipase/Acylhydrolase superfamily protein	-	3.1.1.49		GO:GO:0016788
GRMZM2G087150	GRMZM2G087150	NP_001149094	-	-	-	-	-	LOC100282715 	AT1G28590		GDSL-like Lipase/Acylhydrolase superfamily protein	-	3.1.1.49		GO:GO:0016788
GRMZM2G104226	BE639338	-	Chr3	214,143,658	214,147,325	BE639338		-	AT1G28600		GDSL-like Lipase/Acylhydrolase superfamily protein	-	3.1.1.49		GO:GO:0016788
GRMZM2G104226	BE639338	-	Chr3	214,143,658	214,147,325	BE639338		-	AT1G28600		GDSL-like Lipase/Acylhydrolase superfamily protein	-	3.1.1.49		GO:GO:0016788
GRMZM2G069672	GRMZM2G069672	-	-	-	-	-	-	-				-			
GRMZM2G064145	ddt2	NP_001130568	Chr4	117,286,975	117,292,108	ddt2	DDT-transcription factor 2	hypothetical protein LOC100191667 	AT5G08630		DDT domain-containing protein	-			
GRMZM2G064145	ddt2	NP_001130568	Chr4	117,286,975	117,292,108	ddt2	DDT-transcription factor 2	hypothetical protein LOC100191667 	AT5G08630		DDT domain-containing protein	-			
GRMZM2G138936	GRMZM2G138936	-	-	-	-	-	-	-	AT3G56250			-			
GRMZM2G138936	GRMZM2G138936	-	-	-	-	-	-	-	AT3G56250			-			
GRMZM2G347541	ATELP,ATELP1,ATVSR1,BP-80,BP80,BP80-1;1,BP80B,GFS1,VSR1,VSR1;1(Ara)	NP_001169650	-	-	-	-	-	hypothetical protein LOC100383531 	AT3G52850	ATELP,ATELP1,ATVSR1,BP-80,BP80,BP80-1;1,BP80B,GFS1,VSR1,VSR1;1	vacuolar sorting receptor homolog 1	-			
GRMZM2G055507	IMS1,IPMS2,MAML-3(Ara)	NP_001146593	-	-	-	-	-	hypothetical protein LOC100280189 	AT1G74040	IMS1,IPMS2,MAML-3	2-isopropylmalate synthase 1	-	2.3.3.13	K01649	GO:GO:0009098,GO:GO:0003852,GO:GO:0003824
GRMZM2G015709	GRMZM2G015709	NM_001137537	-	-	-	-	-	hypothetical protein LOC100192114 (LOC100192114), mRNA	AT1G64920		UDP-Glycosyltransferase superfamily protein	-	2.4.1.115		GO:GO:0016758,GO:GO:0008152
GRMZM2G119219	AILP1,ATAILP1(Ara)	NP_001150359	-	-	-	-	-	stem-specific protein TSJT1 	AT5G19140	AILP1,ATAILP1	Aluminium induced protein with YGL and LRDR motifs	-			
GRMZM2G119219	AILP1,ATAILP1(Ara)	NP_001150359	-	-	-	-	-	stem-specific protein TSJT1 	AT5G19140	AILP1,ATAILP1	Aluminium induced protein with YGL and LRDR motifs	-			
GRMZM2G119219	AILP1,ATAILP1(Ara)	NP_001150359	-	-	-	-	-	stem-specific protein TSJT1 	AT5G19140	AILP1,ATAILP1	Aluminium induced protein with YGL and LRDR motifs	-			
GRMZM2G132956	GRMZM2G132956	-	-	-	-	-	-	-	AT1G22960		Pentatricopeptide repeat (PPR) superfamily protein	-			
GRMZM2G132956	GRMZM2G132956	-	-	-	-	-	-	-	AT1G22960		Pentatricopeptide repeat (PPR) superfamily protein	-			
GRMZM2G132956	GRMZM2G132956	-	-	-	-	-	-	-	AT1G22960		Pentatricopeptide repeat (PPR) superfamily protein	-			
GRMZM2G132956	GRMZM2G132956	-	-	-	-	-	-	-	AT1G22960		Pentatricopeptide repeat (PPR) superfamily protein	-			
GRMZM2G132956	GRMZM2G132956	-	-	-	-	-	-	-	AT1G22960		Pentatricopeptide repeat (PPR) superfamily protein	-			
GRMZM2G132956	GRMZM2G132956	-	-	-	-	-	-	-	AT1G22960		Pentatricopeptide repeat (PPR) superfamily protein	-			
GRMZM2G132956	GRMZM2G132956	-	-	-	-	-	-	-	AT1G22960		Pentatricopeptide repeat (PPR) superfamily protein	-			
GRMZM2G132956	GRMZM2G132956	-	-	-	-	-	-	-	AT1G22960		Pentatricopeptide repeat (PPR) superfamily protein	-			
GRMZM2G132956	GRMZM2G132956	-	-	-	-	-	-	-	AT1G22960		Pentatricopeptide repeat (PPR) superfamily protein	-			
GRMZM2G132956	GRMZM2G132956	-	-	-	-	-	-	-	AT1G22960		Pentatricopeptide repeat (PPR) superfamily protein	-			
GRMZM2G132956	GRMZM2G132956	-	-	-	-	-	-	-	AT1G22960		Pentatricopeptide repeat (PPR) superfamily protein	-			
GRMZM2G031094	GRMZM2G031094	NP_001149367	-	-	-	-	-	membrane-associated phospholipid phosphatase 				-			
GRMZM5G821551	GRMZM5G821551	NP_001169639	-	-	-	-	-	hypothetical protein LOC100383520 	AT1G29880		glycyl-tRNA synthetase / glycine--tRNA ligase	-	6.1.1.14		GO:GO:0006418,GO:GO:0005524,GO:GO:0004812
GRMZM2G002220	AtHsp90.5,CR88,EMB1956,Hsp88.1,HSP90.5(Ara)	NP_001169899	-	-	-	-	-	hypothetical protein LOC100383793 	AT2G04030	AtHsp90.5,CR88,EMB1956,Hsp88.1,HSP90.5	Chaperone protein htpG family protein	-		K09487	GO:GO:0051082,GO:GO:0006950,GO:GO:0006457,GO:GO:0005524
GRMZM2G035779	GRMZM2G035779	NP_001148330	-	-	-	-	-	Ser/Thr protein phosphatase family 				-			GO:GO:0016787
GRMZM2G324540	pco093291	NP_001130751	Chr5	30,760,520	30,770,795	pco093291		hypothetical protein LOC100191855 	AT1G04510	MAC3A	MOS4-associated  complex 3A	-		K10599	GO:GO:0005515
GRMZM2G324540	pco093291	NP_001130751	Chr5	30,760,520	30,770,795	pco093291		hypothetical protein LOC100191855 	AT1G04510	MAC3A	MOS4-associated  complex 3A	-		K10599	GO:GO:0005515
GRMZM2G324540	pco093291	NP_001130751	Chr5	30,760,520	30,770,795	pco093291		hypothetical protein LOC100191855 	AT1G04510	MAC3A	MOS4-associated  complex 3A	-		K10599	GO:GO:0005515
GRMZM2G324540	pco093291	NP_001130751	Chr5	30,760,520	30,770,795	pco093291		hypothetical protein LOC100191855 	AT1G04510	MAC3A	MOS4-associated  complex 3A	-		K10599	GO:GO:0005515
GRMZM2G324540	pco093291	NP_001130751	Chr5	30,760,520	30,770,795	pco093291		hypothetical protein LOC100191855 	AT1G04510	MAC3A	MOS4-associated  complex 3A	-		K10599	GO:GO:0005515
GRMZM2G324540	pco093291	NP_001130751	Chr5	30,760,520	30,770,795	pco093291		hypothetical protein LOC100191855 	AT1G04510	MAC3A	MOS4-associated  complex 3A	-		K10599	GO:GO:0005515
GRMZM2G324540	pco093291	NP_001130751	Chr5	30,760,520	30,770,795	pco093291		hypothetical protein LOC100191855 	AT1G04510	MAC3A	MOS4-associated  complex 3A	-		K10599	GO:GO:0005515
GRMZM2G027232	MRPL11(Ara)	NP_001141601	-	-	-	-	-	hypothetical protein LOC100273719 	AT4G35490	MRPL11	mitochondrial ribosomal protein L11	-		K02867	GO:GO:0006412,GO:GO:0005840,GO:GO:0003735
GRMZM2G374574	pco125096	B2RFH4	Chr5	66,460,326	66,470,597	pco125096		Putative hect E3 ubiquitin ligase Fragment 	AT4G38600	KAK,UPL3	HEAT repeat ;HECT-domain (ubiquitin-transferase)	-	6.3.2.19	K10590	GO:GO:0004842
GRMZM2G023638	GRMZM2G023638	NP_001169357	-	-	-	-	-	hypothetical protein LOC100383224 	AT1G10095		Protein prenylyltransferase superfamily protein	-	2.5.1.58,2.5.1.59	K14137	GO:GO:0018342,GO:GO:0008318
GRMZM2G023638	GRMZM2G023638	NP_001169357	-	-	-	-	-	hypothetical protein LOC100383224 	AT1G10095		Protein prenylyltransferase superfamily protein	-	2.5.1.58,2.5.1.59	K14137	GO:GO:0018342,GO:GO:0008318
GRMZM2G074957	GRMZM2G074957	NP_001130723	-	-	-	-	-	hypothetical protein LOC100191827 	AT4G10840		Tetratricopeptide repeat (TPR)-like superfamily protein	-			
GRMZM2G029879	CYCP4;1(Ara)	NP_001146520	-	-	-	-	-	hypothetical protein LOC100280111 	AT2G44740	CYCP4;1	cyclin p4;1	-			GO:GO:0019901,GO:GO:0000079
GRMZM2G039683	ATRECQ3,RecQl3(Ara)	NP_001146640	-	-	-	-	-	hypothetical protein LOC100280239 	AT4G35740	ATRECQ3,RecQl3	DEAD/DEAH box RNA helicase family protein 	-	3.6.4.12		
GRMZM2G162755	ugt1	NP_001147999	Chr6	120,058,984	120,060,863	ugt1	UDP-glucosyl transferase1	anthocyanidin 3-O-glucosyltransferase 	AT2G18570		UDP-Glycosyltransferase superfamily protein	-			GO:GO:0016758,GO:GO:0008152
GRMZM2G383404	AY107053	NP_001148936	Chr6	120,201,718	120,203,603	AY107053		anthocyanidin 3-O-glucosyltransferase 	AT4G15280	UGT71B5	UDP-glucosyl transferase 71B5	-			GO:GO:0016758,GO:GO:0008152
GRMZM2G383404	AY107053	NP_001148936	Chr6	120,201,718	120,203,603	AY107053		anthocyanidin 3-O-glucosyltransferase 	AT4G15280	UGT71B5	UDP-glucosyl transferase 71B5	-			GO:GO:0016758,GO:GO:0008152
GRMZM2G383404	AY107053	NP_001148936	Chr6	120,201,718	120,203,603	AY107053		anthocyanidin 3-O-glucosyltransferase 	AT4G15280	UGT71B5	UDP-glucosyl transferase 71B5	-			GO:GO:0016758,GO:GO:0008152
GRMZM2G383404	AY107053	NP_001148936	Chr6	120,201,718	120,203,603	AY107053		anthocyanidin 3-O-glucosyltransferase 	AT4G15280	UGT71B5	UDP-glucosyl transferase 71B5	-			GO:GO:0016758,GO:GO:0008152
GRMZM2G383404	AY107053	NP_001148936	Chr6	120,201,718	120,203,603	AY107053		anthocyanidin 3-O-glucosyltransferase 	AT4G15280	UGT71B5	UDP-glucosyl transferase 71B5	-			GO:GO:0016758,GO:GO:0008152
GRMZM2G148167	AtGUS3,GUS3(Ara)	NP_001132339	-	-	-	-	-	hypothetical protein LOC100193781 	AT5G34940	AtGUS3,GUS3	glucuronidase 3	-	3.2.1.31,3.2.1.167	K07964	GO:GO:0016798,GO:GO:0016020
GRMZM2G079440	dhn1	P12950	Chr6	137,332,062	137,333,893	dhn1	dehydrin1	Dehydrin DHN1 (M3)(RAB-17 protein)	AT5G66400	ATDI8,RAB18	Dehydrin family protein	-			GO:GO:0009415,GO:GO:0006950
GRMZM2G079440	dhn1	P12950	Chr6	137,332,062	137,333,893	dhn1	dehydrin1	Dehydrin DHN1 (M3)(RAB-17 protein)	AT5G66400	ATDI8,RAB18	Dehydrin family protein	-			GO:GO:0009415,GO:GO:0006950
GRMZM2G079440	dhn1	P12950	Chr6	137,332,062	137,333,893	dhn1	dehydrin1	Dehydrin DHN1 (M3)(RAB-17 protein)	AT5G66400	ATDI8,RAB18	Dehydrin family protein	-			GO:GO:0009415,GO:GO:0006950
GRMZM2G079440	dhn1	P12950	Chr6	137,332,062	137,333,893	dhn1	dehydrin1	Dehydrin DHN1 (M3)(RAB-17 protein)	AT5G66400	ATDI8,RAB18	Dehydrin family protein	-			GO:GO:0009415,GO:GO:0006950
GRMZM2G079440	dhn1	P12950	Chr6	137,332,062	137,333,893	dhn1	dehydrin1	Dehydrin DHN1 (M3)(RAB-17 protein)	AT5G66400	ATDI8,RAB18	Dehydrin family protein	-			GO:GO:0009415,GO:GO:0006950
GRMZM2G142645	GRMZM2G142645	NM_001151615	-	-	-	-	-	hypothetical protein LOC100278297 (LOC100278297), mRNA	AT3G06180		Ribosomal protein L34e superfamily protein	-			GO:GO:0006412,GO:GO:0005840,GO:GO:0005622,GO:GO:0003735
AC208337.2_FG003	AC208337.2_FG003	-	-	-	-	-	-	-	AT5G02960		Ribosomal protein S12/S23 family protein	-			GO:GO:0006412,GO:GO:0005840,GO:GO:0005622,GO:GO:0003735
GRMZM2G125867	GRMZM2G125867	NP_001147119	-	-	-	-	-	ubiquitin-protein ligase/ zinc ion binding protein 	AT3G53690		RING/U-box superfamily protein	-	6.3.2.19	K11975	GO:GO:0016567,GO:GO:0004842
GRMZM2G034917	GRMZM2G034917	NP_001146161	-	-	-	-	-	hypothetical protein LOC100279730 	AT1G49640		alpha/beta-Hydrolases superfamily protein	-	4.2.99.22		
GRMZM2G366977	GRMZM2G366977	-	-	-	-	-	-	-				-			
GRMZM2G434301	BRD4(Ara)	NP_001140306	-	-	-	-	-	hypothetical protein LOC100272351 	AT1G61215	BRD4	bromodomain 4	-			
GRMZM2G072054	GRMZM2G072054	NP_001136494	-	-	-	-	-	hypothetical protein LOC100216609 	AT5G23250		Succinyl-CoA ligase, alpha subunit	-	6.2.1.5	K01899	GO:GO:0008152,GO:GO:0003824,GO:GO:0048037
GRMZM2G072054	GRMZM2G072054	NP_001136494	-	-	-	-	-	hypothetical protein LOC100216609 	AT5G23250		Succinyl-CoA ligase, alpha subunit	-	6.2.1.5	K01899	GO:GO:0008152,GO:GO:0003824,GO:GO:0048037
GRMZM2G072054	GRMZM2G072054	NP_001136494	-	-	-	-	-	hypothetical protein LOC100216609 	AT5G23250		Succinyl-CoA ligase, alpha subunit	-	6.2.1.5	K01899	GO:GO:0008152,GO:GO:0003824,GO:GO:0048037
GRMZM2G155232	SCPL27(Ara)	NP_001140896	-	-	-	-	-	hypothetical protein LOC100272973 	AT3G07990	SCPL27	serine carboxypeptidase-like 27	-	3.4.16.6	K16297	GO:GO:0006508,GO:GO:0004185
GRMZM2G055684	ARA12(Ara)	NP_001145972	-	-	-	-	-	hypothetical protein LOC100279499 	AT5G67360	ARA12	Subtilase family protein	-	3.4.21.25		GO:GO:0006508,GO:GO:0004252
GRMZM2G062555	GRMZM2G062555	NP_001159001	-	-	-	-	-	plastidic phosphate translocator-like protein1 	AT5G25400		Nucleotide-sugar transporter family protein	-			
GRMZM2G033230	bzip108	NP_001130683	Chr8	120,135,941	120,137,704	bzip108	bZIP-transcription factor 108	hypothetical protein LOC100191786 	AT4G35040	bZIP19	Basic-leucine zipper (bZIP) transcription factor family protein	bZIP			GO:GO:0043565,GO:GO:0006355,GO:GO:0003700,GO:GO:0006351
GRMZM2G319747	GRMZM2G319747	NP_001132008	-	-	-	-	-	hypothetical protein LOC100193413 	AT1G67250		Proteasome maturation factor UMP1	-			
AC205471.4_FG003	hsftf16	-	Chr8	124,710,390	124,712,153	hsftf16	HSF-transcription factor 16	-	AT4G18880	AT-HSFA4A,HSF A4A	heat shock transcription factor  A4A	HSF		K09419	GO:GO:0043565,GO:GO:0006355,GO:GO:0005634,GO:GO:0003700
GRMZM2G050803	GRMZM2G050803	NP_001144191	-	-	-	-	-	hypothetical protein LOC100277051 	AT1G57680			-			
GRMZM2G099363	omt2	Q9XGD5	Chr9	16,325,170	16,327,546	omt2	Caffeoyl CoA O-methyltransferase2	Caffeoyl-CoA O-methyltransferase 2 (EC 2.1.1.104)(Trans-caffeoyl-CoA 3-O-methyltransferase 2)(CCoAOMT-2)(CCoAMT-2)	AT4G34050	CCoAOMT1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	-	2.1.1.104		GO:GO:0008171
GRMZM2G105167	GRMZM2G105167	NM_001150835	-	-	-	-	-	hypothetical protein LOC100277198 (LOC100277198), mRNA	AT2G25310		Protein of unknown function (DUF2012)	-			
GRMZM2G105167	GRMZM2G105167	NM_001150835	-	-	-	-	-	hypothetical protein LOC100277198 (LOC100277198), mRNA	AT2G25310		Protein of unknown function (DUF2012)	-			
GRMZM2G105167	GRMZM2G105167	NM_001150835	-	-	-	-	-	hypothetical protein LOC100277198 (LOC100277198), mRNA	AT2G25310		Protein of unknown function (DUF2012)	-			
AC211394.4_FG004	acp1	NP_001147979	Chr9	95,254,430	95,260,811	acp1	acid phosphatase1	purple acid phosphatase 	AT5G34850	ATPAP26,PAP26	purple acid phosphatase 26	-	3.1.3.41,3.1.3.2,3.1.3.60		GO:GO:0016787
AC211394.4_FG004	acp1	NP_001147979	Chr9	95,254,430	95,260,811	acp1	acid phosphatase1	purple acid phosphatase 	AT5G34850	ATPAP26,PAP26	purple acid phosphatase 26	-	3.1.3.41,3.1.3.2,3.1.3.60		GO:GO:0016787
AC211394.4_FG004	acp1	NP_001147979	Chr9	95,254,430	95,260,811	acp1	acid phosphatase1	purple acid phosphatase 	AT5G34850	ATPAP26,PAP26	purple acid phosphatase 26	-	3.1.3.41,3.1.3.2,3.1.3.60		GO:GO:0016787
AC211394.4_FG004	acp1	NP_001147979	Chr9	95,254,430	95,260,811	acp1	acid phosphatase1	purple acid phosphatase 	AT5G34850	ATPAP26,PAP26	purple acid phosphatase 26	-	3.1.3.41,3.1.3.2,3.1.3.60		GO:GO:0016787
AC211394.4_FG004	acp1	NP_001147979	Chr9	95,254,430	95,260,811	acp1	acid phosphatase1	purple acid phosphatase 	AT5G34850	ATPAP26,PAP26	purple acid phosphatase 26	-	3.1.3.41,3.1.3.2,3.1.3.60		GO:GO:0016787
GRMZM2G033480	AHL29,SOB3(Ara)	-	-	-	-	-	-	-	AT1G76500	AHL29,SOB3	Predicted AT-hook DNA-binding family protein	-			
GRMZM2G105523	GRMZM2G105523	NP_001143732	-	-	-	-	-	hypothetical protein LOC100276484 	AT1G56700		Peptidase C15, pyroglutamyl peptidase I-like	-	3.4.19.3	K01304	
GRMZM2G398288	ALA1(Ara)	NP_001159185	-	-	-	-	-	hypothetical protein LOC100304270 	AT5G04930	ALA1	aminophospholipid ATPase 1	-	3.6.3.1	K14802	GO:GO:0046872,GO:GO:0000166,GO:GO:0016021,GO:GO:0015914,GO:GO:0005524,GO:GO:0004012,GO:GO:0000287
GRMZM2G177878	SRO1(Ara)	NP_001146014	-	-	-	-	-	hypothetical protein LOC100279545 	AT2G35510	SRO1	similar to RCD one 1	-	2.4.2.30		GO:GO:0003950
GRMZM2G010017	GRMZM2G010017	NP_001130554	-	-	-	-	-	hypothetical protein LOC100191653 	AT4G38520		Protein phosphatase 2C family protein	-	3.1.3.16	K01102	GO:GO:0003824,GO:GO:0006470,GO:GO:0004722
GRMZM2G129775	GRMZM2G129775	NP_001145741	-	-	-	-	-	hypothetical protein LOC100279248 	AT1G28120			-	3.4.19.12		
GRMZM2G129775	GRMZM2G129775	NP_001145741	-	-	-	-	-	hypothetical protein LOC100279248 	AT1G28120			-	3.4.19.12		
GRMZM2G048175	GRMZM2G048175	NP_001144736	-	-	-	-	-	hypothetical protein LOC100277782 	AT5G13140		Pollen Ole e 1 allergen and extensin family protein	-			
GRMZM2G079908	acb1	B4FER8	Chr10	76,415,905	76,418,574	acb1	Acyl-CoA-binding protein1	Acyl-CoA-binding proteinPutative uncharacterized protein ;	AT1G31812	ACBP,ACBP6	acyl-CoA-binding protein 6	-			GO:GO:0000062
GRMZM2G319138	ATPDR6,PDR6(Ara)	-	-	-	-	-	-	-	AT2G36380	ATPDR6,PDR6	pleiotropic drug resistance 6	-	3.6.3.34		GO:GO:0016887,GO:GO:0005524,GO:GO:0016020
GRMZM2G319138	ATPDR6,PDR6(Ara)	-	-	-	-	-	-	-	AT2G36380	ATPDR6,PDR6	pleiotropic drug resistance 6	-	3.6.3.34		GO:GO:0016887,GO:GO:0005524,GO:GO:0016020
GRMZM2G319138	ATPDR6,PDR6(Ara)	-	-	-	-	-	-	-	AT2G36380	ATPDR6,PDR6	pleiotropic drug resistance 6	-	3.6.3.34		GO:GO:0016887,GO:GO:0005524,GO:GO:0016020
GRMZM2G443776	GRMZM2G443776	-	-	-	-	-	-	-	AT3G26540		Tetratricopeptide repeat (TPR)-like superfamily protein	-			
GRMZM2G443776	GRMZM2G443776	-	-	-	-	-	-	-	AT3G26540		Tetratricopeptide repeat (TPR)-like superfamily protein	-			
GRMZM2G392176	GRMZM2G392176	-	-	-	-	-	-	-	AT4G29990		Leucine-rich repeat transmembrane protein kinase protein	-	2.7.11.1		GO:GO:0006468,GO:GO:0005524,GO:GO:0004672
GRMZM2G392176	GRMZM2G392176	-	-	-	-	-	-	-	AT4G29990		Leucine-rich repeat transmembrane protein kinase protein	-	2.7.11.1		GO:GO:0006468,GO:GO:0005524,GO:GO:0004672
GRMZM2G135470	ALDH10A9(Ara)	NP_001157804	-	-	-	-	-	betaine aldehyde dehydrogenase 	AT3G48170	ALDH10A9	aldehyde dehydrogenase 10A9	-	1.2.1.8	K00130	GO:GO:0055114,GO:GO:0016491,GO:GO:0008152
GRMZM2G146809	pco090777	NP_001149230	Chr10	131,067,129	131,068,014	pco090777		LOC100282852 	AT2G02120	LCR70,PDF2.1	Scorpion toxin-like knottin superfamily protein	-			
GRMZM2G116538	GRMZM2G116538	NP_001147227	-	-	-	-	-	remorin 				-			
GRMZM2G125585	GRMZM2G125585	-	-	-	-	-	-	-	AT4G11670		Protein of unknown function (DUF810)	-			
GRMZM2G085236	ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19(Ara)	-	-	-	-	-	-	-	AT3G28860	ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19	ATP binding cassette subfamily B19	-	3.6.3.44	K05658	GO:GO:0016887,GO:GO:0005524,GO:GO:0055085,GO:GO:0042626,GO:GO:0016021,GO:GO:0006810
GRMZM2G085236	ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19(Ara)	-	-	-	-	-	-	-	AT3G28860	ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19	ATP binding cassette subfamily B19	-	3.6.3.44	K05658	GO:GO:0016887,GO:GO:0005524,GO:GO:0055085,GO:GO:0042626,GO:GO:0016021,GO:GO:0006810
GRMZM2G085236	ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19(Ara)	-	-	-	-	-	-	-	AT3G28860	ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19	ATP binding cassette subfamily B19	-	3.6.3.44	K05658	GO:GO:0016887,GO:GO:0005524,GO:GO:0055085,GO:GO:0042626,GO:GO:0016021,GO:GO:0006810
GRMZM2G085236	ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19(Ara)	-	-	-	-	-	-	-	AT3G28860	ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19	ATP binding cassette subfamily B19	-	3.6.3.44	K05658	GO:GO:0016887,GO:GO:0005524,GO:GO:0055085,GO:GO:0042626,GO:GO:0016021,GO:GO:0006810
GRMZM2G085236	ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19(Ara)	-	-	-	-	-	-	-	AT3G28860	ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19	ATP binding cassette subfamily B19	-	3.6.3.44	K05658	GO:GO:0016887,GO:GO:0005524,GO:GO:0055085,GO:GO:0042626,GO:GO:0016021,GO:GO:0006810
