GeneSymbol	altName	NCBI_Accession	Chr	Start	End	Zma_alias	Zma_fullname	Zma_description	Ara_ortholog	Ara_alias	Annotation	TF	EC	KO	GO
AC212835.3_FG002	AC212835.3_FG002	NP_001149787	-	-	-	-	-	blue copper protein 	AT5G07475		Cupredoxin superfamily protein	-			GO:GO:0009055
AC212835.3_FG001	AC212835.3_FG001	-	-	-	-	-	-	-	AT1G74580		Pentatricopeptide repeat (PPR) superfamily protein	-			
GRMZM2G071339	GRMZM2G071339	-	-	-	-	-	-	-	AT5G19730		Pectin lyase-like superfamily protein	-	3.1.1.11	K01051	GO:GO:0042545,GO:GO:0030599,GO:GO:0005618
GRMZM2G171395	nactf86	NP_001146534	Chr9	23,290,000	23,294,805	nactf86	NAC-transcription factor 86	hypothetical protein LOC100280128 	AT2G46770	ANAC043,EMB2301,NST1	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein	NAC			GO:GO:0006355,GO:GO:0003677
GRMZM2G079638	GRMZM2G079638	NP_001158901	-	-	-	-	-	hypothetical protein LOC100303795 				-			
GRMZM2G152249	GRMZM2G152249	-	-	-	-	-	-	-	AT5G42140		Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain	-			GO:GO:0046872
GRMZM2G155686	ga2ox8	NP_001131206	Chr6	164,507,675	164,509,560	ga2ox8	gibberellin 2-oxidase8	hypothetical protein LOC100192514 	AT1G78440	ATGA2OX1,GA2OX1	Arabidopsis thaliana gibberellin 2-oxidase 1	-			
GRMZM2G058441	PMS1(Ara)	-	-	-	-	-	-	-	AT4G02460	PMS1	DNA mismatch repair protein, putative	-			GO:GO:0006298,GO:GO:0005524,GO:GO:0032300
GRMZM2G435944	GRMZM2G435944	-	-	-	-	-	-	-				-			
AC208201.3_FG001	AC208201.3_FG001	NP_001130180	-	-	-	-	-	hypothetical protein LOC100191274 	AT5G01340		Mitochondrial substrate carrier family protein	-		K15100	
GRMZM2G132373	FAB1A(Ara)	NP_001132050	-	-	-	-	-	hypothetical protein LOC100193462 	AT4G33240	FAB1A	1-phosphatidylinositol-4-phosphate 5-kinases;zinc ion binding;1-phosphatidylinositol-3-phosphate 5-kinases	-	2.7.1.150	K00921	GO:GO:0005524,GO:GO:0046488,GO:GO:0016307
GRMZM2G053557	GRMZM2G053557	NP_001130917	-	-	-	-	-	hypothetical protein LOC100192021 	AT3G07565		Protein of unknown function (DUF3755)	-			
GRMZM2G156861	lox1	NP_001105003	Chr3	168,738,873	168,882,335	lox1	lipoxygenase1	lipoxygenase 	AT1G55020	ATLOX1,LOX1	lipoxygenase 1	-	1.13.11.58	K15718	GO:GO:0005515,GO:GO:0055114,GO:GO:0046872,GO:GO:0016702
GRMZM2G009894	GRMZM2G009894	NP_001148679	-	-	-	-	-	60S ribosomal protein L29 	AT3G06680		Ribosomal L29e protein family	-		K02905	GO:GO:0006412,GO:GO:0005840,GO:GO:0005622,GO:GO:0003735
GRMZM2G057983	ALMT9,AtALMT9(Ara)	C4JC39	-	-	-	-	-	Putative uncharacterized protein 	AT3G18440	ALMT9,AtALMT9	aluminum-activated malate transporter 9	-			GO:GO:0015743
GRMZM2G021483	GRMZM2G021483	-	-	-	-	-	-	-	AT2G48160		Tudor/PWWP/MBT domain-containing protein	-			
GRMZM2G012958	LIP1(Ara)	NP_001132705	-	-	-	-	-	hypothetical protein LOC100194186 	AT5G64813	LIP1	Ras-related small GTP-binding family protein	-		K07933	GO:GO:0007264,GO:GO:0005525
GRMZM2G050072	GRMZM2G050072	NP_001151172	-	-	-	-	-	10-deacetylbaccatin III 10-O-acetyltransferase 	AT3G62160		HXXXD-type acyl-transferase family protein	-			GO:GO:0016747
GRMZM2G309995	GRMZM2G309995	NP_001140990	-	-	-	-	-	hypothetical protein LOC100273069 	AT3G63095		Tetratricopeptide repeat (TPR)-like superfamily protein	-	3.4.19.12,3.4.22.69		
GRMZM2G422836	GRMZM2G422836	-	-	-	-	-	-	-				-			
GRMZM2G039477	GRMZM2G039477	NP_001152906	-	-	-	-	-	hypothetical protein LOC100275046 	AT5G43150			-			
GRMZM2G117365	GRMZM2G117365	-	-	-	-	-	-	-	AT5G06730		Peroxidase superfamily protein	-	1.11.1.7	K00430	GO:GO:0055114,GO:GO:0020037,GO:GO:0006979,GO:GO:0004601
GRMZM2G058703	GRMZM2G058703	-	-	-	-	-	-	-				-			
GRMZM2G468428	GRMZM2G468428	-	-	-	-	-	-	-				-			
GRMZM2G092975	PBC1(Ara)	NP_001141963	-	-	-	-	-	hypothetical protein LOC100274112 	AT1G21720	PBC1	proteasome beta subunit C1	-	3.4.25.1	K02735	GO:GO:0051603,GO:GO:0005839,GO:GO:0004298
GRMZM2G032266	GRMZM2G032266	-	-	-	-	-	-	-	AT1G62780			-			
GRMZM2G428410	GRMZM2G428410	NP_001142072	-	-	-	-	-	hypothetical protein LOC100274229 	AT3G04020			-			
GRMZM2G114394	GRMZM2G114394	C0P6H8	-	-	-	-	-	Putative uncharacterized protein 	AT4G30020		PA-domain containing subtilase family protein	-	3.4.21.25		GO:GO:0016020,GO:GO:0005618,GO:GO:0004252,GO:GO:0006508
GRMZM2G119773	ATFTSZ1-1,CPFTSZ,FTSZ1-1(Ara)	NP_001149695	-	-	-	-	-	LOC100283321 	AT5G55280	ATFTSZ1-1,CPFTSZ,FTSZ1-1	homolog of bacterial cytokinesis Z-ring protein FTSZ 1-1	-	3.6.5.6	K03531	GO:GO:0003924
GRMZM2G006117	GRMZM2G006117	NP_001151787	-	-	-	-	-	transmembrane 9 superfamily protein member 4 	AT5G10840		Endomembrane protein 70 protein family	-		K17086	GO:GO:0016021
GRMZM2G130854	wrky116	NP_001168562	Chr2	208,504,961	208,511,327	wrky116	WRKY-transcription factor 116	hypothetical protein LOC100382344 	AT4G26640	AtWRKY20,WRKY20	WRKY family transcription factor family protein	WRKY			GO:GO:0043565,GO:GO:0006355,GO:GO:0003700
GRMZM2G314882	bhlh128	NP_001142225	Chr4	240,582,530	240,585,487	bhlh128	bHLH-transcription factor 128	hypothetical protein LOC100274393 	AT5G54680	bHLH105,ILR3	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	bHLH			GO:GO:0046983
GRMZM2G160458	GRMZM2G160458	NP_001150440	-	-	-	-	-	brix domain-containing protein 2 	AT3G15460		Ribosomal RNA processing Brix domain protein	-		K14820	
GRMZM2G056078	GRMZM2G056078	NP_001143238	-	-	-	-	-	hypothetical protein LOC100275762 	AT5G24165			-			
GRMZM2G070287	pco118092	-	Chr2	3,077,126	3,077,915	pco118092		-	AT2G21100		Disease resistance-responsive (dirigent-like protein) family protein	-			
GRMZM2G137968	ATKU80,KU80(Ara)	NP_001147945	-	-	-	-	-	LOC100281554 	AT1G48050	ATKU80,KU80	Ku80 family protein	-	3.6.4.12	K10885	GO:GO:0006303,GO:GO:0004003,GO:GO:0003677,GO:GO:0016817
GRMZM2G119916	GRMZM2G119916	-	-	-	-	-	-	-	AT1G02160		Cox19 family protein (CHCH motif)	-			
GRMZM2G087901	sut7	-	Chr9	151,514,437	151,518,716	sut7	sucrose transporter7	-	AT2G02860	ATSUC3,ATSUT2,SUC3,SUT2	sucrose transporter 2	-		K15378	
GRMZM2G149211	PNC1(Ara)	NP_001149024	-	-	-	-	-	peroxisomal carrier protein 	AT3G05290	PNC1	peroxisomal adenine nucleotide carrier 1	-			
AC211394.4_FG004	acp1	NP_001147979	Chr9	95,254,430	95,260,811	acp1	acid phosphatase1	purple acid phosphatase 	AT5G34850	ATPAP26,PAP26	purple acid phosphatase 26	-	3.1.3.41,3.1.3.2,3.1.3.60		GO:GO:0016787
GRMZM2G168506	GRMZM2G168506	NP_001132477	-	-	-	-	-	hypothetical protein LOC100193935 	AT3G28480		Oxoglutarate/iron-dependent oxygenase	-	1.14.11.2	K00472	GO:GO:0055114,GO:GO:0016491
GRMZM2G015285	hrbp1	NP_001169754	Chr2	228,792,133	228,793,917	hrbp1	harpin binding protein1	hypothetical protein LOC100383635 	AT3G23400	FIB4	Plastid-lipid associated protein PAP / fibrillin family protein	-			
GRMZM2G007514	ATSCAR2,DIS3,ITB1,SCAR2,WAVE4(Ara)	-	-	-	-	-	-	-	AT2G38440	ATSCAR2,DIS3,ITB1,SCAR2,WAVE4	SCAR homolog 2	-			GO:GO:0030036,GO:GO:0005856
AC206638.3_FG015	AC206638.3_FG015	-	-	-	-	-	-	-	AT3G48180			-			
GRMZM2G153887	GRMZM2G153887	NP_001143407	-	-	-	-	-	hypothetical protein LOC100276051 	AT4G16447			-			
GRMZM2G385021	GRMZM2G385021	-	-	-	-	-	-	-				-			
GRMZM2G156905	GRMZM2G156905	-	-	-	-	-	-	-	AT3G08680		Leucine-rich repeat protein kinase family protein	-	2.7.11.1		GO:GO:0006468,GO:GO:0005524,GO:GO:0004672,GO:GO:0005515
GRMZM5G843893	phd20	-	Chr8	1,903,989	1,908,431	phd20	PHD-transcription factor 20	-	AT1G08190	ATVAM2,ATVPS41,VAM2,VPS41,ZIP2	vacuolar protein sorting 41	-			
GRMZM2G111511	ATNAP13,EMB2751(Ara)	NP_001152143	-	-	-	-	-	cobalt import ATP-binding protein cbiO 2 	AT4G33460	ATNAP13,EMB2751	ABC transporter family protein	-			GO:GO:0016887,GO:GO:0005524
GRMZM2G156581	APO4(Ara)	NP_001143703	-	-	-	-	-	hypothetical protein LOC100276440 	AT3G21740	APO4	Arabidopsis thaliana protein of unknown function (DUF794)	-			GO:GO:0003723
GRMZM2G045664	GRMZM2G045664	NP_001142311	-	-	-	-	-	hypothetical protein LOC100274480 	AT2G46140		Late embryogenesis abundant protein	-			
GRMZM2G377341	ACC1,AT-ACC1,EMB22,GK,PAS3(Ara)	NP_001132207	-	-	-	-	-	hypothetical protein LOC100193636 	AT1G36160	ACC1,AT-ACC1,EMB22,GK,PAS3	acetyl-CoA carboxylase 1	-	6.4.1.2,6.3.4.14	K11262	GO:GO:0006633,GO:GO:0005524,GO:GO:0003989
GRMZM2G039532	GRMZM2G039532	-	-	-	-	-	-	-	AT2G24530			-			GO:GO:0070461
GRMZM2G009442	GRMZM2G009442	-	-	-	-	-	-	-				-			
GRMZM2G035325	GRMZM2G035325	-	-	-	-	-	-	-	AT4G22360		SWIB complex BAF60b domain-containing protein	-		K15223	GO:GO:0005515
GRMZM2G173763	GRMZM2G173763	-	-	-	-	-	-	-	AT3G45830			-		K11671	GO:GO:0031011
GRMZM2G166855	HAP6(Ara)	NP_001146350	-	-	-	-	-	hypothetical protein LOC100279928 	AT4G21150	HAP6	ribophorin II (RPN2) family protein	-	2.4.99.18	K12667	GO:GO:0016021,GO:GO:0008250,GO:GO:0006487
GRMZM2G176638	GRMZM2G176638	-	-	-	-	-	-	-	AT1G67340		HCP-like superfamily protein with MYND-type zinc finger	-			
GRMZM2G163473	GRMZM2G163473	NP_001141236	-	-	-	-	-	hypothetical protein LOC100273323 	AT3G01790		Ribosomal protein L13 family protein	-		K02871	GO:GO:0006412,GO:GO:0005840,GO:GO:0003735
GRMZM2G087161	APTX(Ara)	-	-	-	-	-	-	-	AT5G01310	APTX	APRATAXIN-like	-		K10863	GO:GO:0033699,GO:GO:0006281,GO:GO:0003677
AC234519.1_FG005	AC234519.1_FG005	-	-	-	-	-	-	-	AT3G57030		Calcium-dependent phosphotriesterase superfamily protein	-	4.3.3.2		GO:GO:0016844,GO:GO:0009058
GRMZM2G124553	ABC1,ATABC1,ATATH10(Ara)	-	-	-	-	-	-	-	AT4G01660	ABC1,ATABC1,ATATH10	ABC transporter 1	-		K08869	
AC196008.1_FG001	AC196008.1_FG001	-	-	-	-	-	-	-				-			
GRMZM2G012209	GRMZM2G012209	NP_001131241	-	-	-	-	-	hypothetical protein LOC100192551 	AT5G62290		nucleotide-sensitive chloride conductance regulator (ICln) family protein	-		K05019	GO:GO:0034715,GO:GO:0034709,GO:GO:0006884,GO:GO:0006821,GO:GO:0005886,GO:GO:0005829,GO:GO:0000387
GRMZM2G124353	AGT2(Ara)	-	-	-	-	-	-	-	AT4G39660	AGT2	alanine:glyoxylate aminotransferase 2	-	2.6.1.44	K00827	GO:GO:0030170,GO:GO:0008483
GRMZM2G113135	GRMZM2G113135	NP_001130827	-	-	-	-	-	hypothetical protein LOC100191931 	AT2G46690		SAUR-like auxin-responsive protein family 	-		K14488	GO:GO:0009733
GRMZM2G155580	GRMZM2G155580	NP_001168832	-	-	-	-	-	hypothetical protein LOC100382637 	AT5G13520		peptidase M1 family protein	-	3.3.2.6	K01254	GO:GO:0019370,GO:GO:0008270,GO:GO:0008237,GO:GO:0006508
GRMZM2G158013	sfp6	NP_001168294	Chr3	202,107,596	202,112,272	sfp6	sulfate transporter6	hypothetical protein LOC100382058 	AT3G51895	AST12,SULTR3;1	sulfate transporter 3;1	-		K17471	GO:GO:0016021,GO:GO:0015116,GO:GO:0008272,GO:GO:0055085,GO:GO:0016020,GO:GO:0008271,GO:GO:1902358
GRMZM2G456570	SMC3,TTN7(Ara)	-	-	-	-	-	-	-	AT2G27170	SMC3,TTN7	Structural maintenance of chromosomes (SMC) family protein	-		K06669	GO:GO:0005524,GO:GO:0051276,GO:GO:0005694,GO:GO:0005515,GO:GO:0008280,GO:GO:0007064,GO:GO:0006281,GO:GO:0003682
GRMZM2G163277	GRMZM2G163277	NP_001169387	-	-	-	-	-	hypothetical protein LOC100383255 	AT5G47490		RGPR-related	-			GO:GO:0048208
AC152495.1_FG002	rp1	Q6PT59	Chr10	3,283,523	3,287,419	rp1	resistance to Puccinia sorghi1	Rust resistance protein 	AT3G14460		LRR and NB-ARC domains-containing disease resistance protein	-			GO:GO:0043531
GRMZM2G138053	GRMZM2G138053	NP_001131928	-	-	-	-	-	hypothetical protein LOC100193319 	AT1G15370		SNARE-like superfamily protein	-			
GRMZM2G173868	GRMZM2G173868	NP_001132501	-	-	-	-	-	hypothetical protein LOC100193961 	AT5G43710		Glycosyl hydrolase family 47 protein	-		K10085	GO:GO:0016020,GO:GO:0005509,GO:GO:0004571
GRMZM2G058057	TOM5(Ara)	B6SPH3	-	-	-	-	-	Putative uncharacterized protein 	AT5G08040	TOM5	mitochondrial import receptor subunit TOM5 homolog	-			
GRMZM2G445338	GRMZM2G445338	NP_001170608	-	-	-	-	-	hypothetical protein LOC100384648 	AT1G18390		Protein kinase superfamily protein	-			GO:GO:0030247
GRMZM2G006416	GRMZM2G006416	NP_001168504	-	-	-	-	-	hypothetical protein LOC100382283 	AT4G31860		Protein phosphatase 2C family protein	-	3.1.3.16	K17499	GO:GO:0003824,GO:GO:0006470,GO:GO:0004722
GRMZM2G144044	GRMZM2G144044	-	-	-	-	-	-	-				-			
GRMZM2G305856	myb21	Q9S7U6	Chr6	34,889,113	34,891,065	myb21	MYB-transcription factor 21	R2R3MYB-domain protein Fragment 	AT3G46130	ATMYB48,ATMYB48-1,ATMYB48-2,ATMYB48-3,MYB48	myb domain protein 48	MYB		K09422	
GRMZM2G013196	GRMZM2G013196	NP_001169649	-	-	-	-	-	hypothetical protein LOC100383530 				-			
GRMZM2G109865	GRMZM2G109865	-	-	-	-	-	-	-	AT1G47670		Transmembrane amino acid transporter family protein	-			
GRMZM2G163247	GRMZM2G163247	NP_001146882	-	-	-	-	-	nucleic acid binding protein 	AT2G27790		RNA-binding (RRM/RBD/RNP motifs) family protein	-			
GRMZM2G065804	GRMZM2G065804	-	-	-	-	-	-	-	AT2G25100		Polynucleotidyl transferase, ribonuclease H-like superfamily protein	-	3.1.26.4	K10743	GO:GO:0004523,GO:GO:0003723
GRMZM2G112072	MAD2(Ara)	NP_001144620	-	-	-	-	-	hypothetical protein LOC100277636 	AT3G25980	MAD2	DNA-binding HORMA family protein	-			GO:GO:0007094
GRMZM2G009719	GRMZM2G009719	NP_001132550	-	-	-	-	-	hypothetical protein LOC100194015 	AT3G62550		Adenine nucleotide alpha hydrolases-like superfamily protein	-			GO:GO:0006950
GRMZM2G179411	GRMZM2G179411	-	-	-	-	-	-	-	AT3G45620		Transducin/WD40 repeat-like superfamily protein	-		K11804	GO:GO:0005515
GRMZM2G019090	gst18	NP_001104984	Chr3	136,292,387	136,351,651	gst18	glutathione transferase18	glutathione S-transferase GST 18 	AT2G02390	ATGSTZ1,GST18,GSTZ1	glutathione S-transferase zeta 1	-	2.5.1.18	K01800	GO:GO:0005515
GRMZM2G126292	RFC3,RFC5(Ara)	NP_001136580	-	-	-	-	-	hypothetical protein LOC100216703 	AT1G77470	RFC3,RFC5	replication factor C subunit 3	-		K10756	GO:GO:0005524
GRMZM2G350626	ACYB-1,CYB-1(Ara)	NP_001168255	-	-	-	-	-	hypothetical protein LOC100382018 	AT5G38630	ACYB-1,CYB-1	cytochrome B561-1	-	1.16.5.1		GO:GO:0016021
GRMZM2G080588	AtAUR1,AUR1(Ara)	NP_001148791	-	-	-	-	-	serine/threonine-protein kinase Eg2-like 	AT4G32830	AtAUR1,AUR1	ataurora1	-	2.7.11.1	K08850	GO:GO:0006468,GO:GO:0005524,GO:GO:0004672,GO:GO:0007049
GRMZM2G113959	SHM6(Ara)	C0PNK4	-	-	-	-	-	Putative uncharacterized protein 	AT1G22020	SHM6	serine hydroxymethyltransferase 6	-	2.1.2.1		GO:GO:0016740
GRMZM2G017355	mterf18	NP_001151570	Chr5	207,946,920	207,948,448	mterf18	mTERF domain protein7b	mTERF family protein 	AT5G07900		Mitochondrial transcription termination factor family protein	-		K15032	GO:GO:0006355,GO:GO:0005739,GO:GO:0003690
GRMZM2G153928	GRMZM2G153928	-	-	-	-	-	-	-	AT1G55930		CBS domain-containing protein / transporter associated domain-containing protein	-			
GRMZM2G105167	GRMZM2G105167	NM_001150835	-	-	-	-	-	hypothetical protein LOC100277198 (LOC100277198), mRNA	AT2G25310		Protein of unknown function (DUF2012)	-			
GRMZM2G093065	GRMZM2G093065	NP_001169554	-	-	-	-	-	hypothetical protein LOC100383433 	AT4G32160		Phox (PX) domain-containing protein	-			GO:GO:0035091
GRMZM2G324540	pco093291	NP_001130751	Chr5	30,760,520	30,770,795	pco093291		hypothetical protein LOC100191855 	AT1G04510	MAC3A	MOS4-associated  complex 3A	-		K10599	GO:GO:0005515
GRMZM2G058227	GRMZM2G058227	NP_001150176	-	-	-	-	-	LOC100283806 	AT5G08030		PLC-like phosphodiesterases superfamily protein	-	3.1.4.46	K01126	GO:GO:0008081,GO:GO:0006629,GO:GO:0008889
GRMZM2G144420	GRMZM2G144420	-	-	-	-	-	-	-	AT3G22910		ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein	-	3.6.3.8	K01537	GO:GO:0046872,GO:GO:0000166
GRMZM2G324781	GRMZM2G324781	-	-	-	-	-	-	-	AT1G50410		SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-related	-			GO:GO:0005524
GRMZM2G125494	pza02337	NP_001131816	Chr2	15,582,030	15,592,514	pza02337		hypothetical protein LOC100193189 	AT4G00290		Mechanosensitive ion channel protein	-			GO:GO:0055085,GO:GO:0016020
GRMZM2G007488	ATFKBP65,FKBP65,ROF2(Ara)	-	-	-	-	-	-	-	AT5G48570	ATFKBP65,FKBP65,ROF2	FKBP-type peptidyl-prolyl cis-trans isomerase family protein	-	5.2.1.8		GO:GO:0006457
GRMZM2G038669	GRMZM2G038669	-	-	-	-	-	-	-	AT5G03700		D-mannose binding lectin protein with Apple-like carbohydrate-binding domain	-			GO:GO:0048544
GRMZM2G132804	ATCSN2,COP12,CSN2,FUS12(Ara)	-	-	-	-	-	-	-	AT2G26990	ATCSN2,COP12,CSN2,FUS12	proteasome family protein	-		K12176	GO:GO:0005515
GRMZM2G491366	GRMZM2G491366	-	-	-	-	-	-	-				-			
GRMZM2G091487	GRMZM2G091487	NM_001156237	-	-	-	-	-	CF9 (LOC100283336), mRNA	AT1G10150		Carbohydrate-binding protein	-			
GRMZM5G846097	GRMZM5G846097	-	-	-	-	-	-	-	AT2G43780			-			
GRMZM2G456123	GRMZM2G456123	-	-	-	-	-	-	-	AT3G22150		Tetratricopeptide repeat (TPR)-like superfamily protein	-			
GRMZM2G112912	H2B,HTB9(Ara)	NP_001141626	-	-	-	-	-	hypothetical protein LOC100273745 	AT3G45980	H2B,HTB9	Histone superfamily protein	-		K11252	GO:GO:0003677,GO:GO:0000786
GRMZM2G013456	BAT1(Ara)	-	-	-	-	-	-	-	AT2G01170	BAT1	bidirectional amino acid transporter 1	-			GO:GO:0055085,GO:GO:0016020,GO:GO:0006810,GO:GO:0015171,GO:GO:0003333
GRMZM2G087186	pdc3	Q05327	Chr1	45,517,324	45,520,500	pdc3	pyruvate decarboxylase3	Pyruvate decarboxylase isozyme 3 Fragment (PDC)(EC 4.1.1.1)	AT4G33070		Thiamine pyrophosphate dependent pyruvate decarboxylase family protein	-	4.1.1.1	K01568	GO:GO:0030976,GO:GO:0003824,GO:GO:0000287
GRMZM2G059620	GRMZM2G059620	P08416	-	-	-	-	-	Zein-alpha GZ19AB11 Precursor (19 kDa zein GZ19AB11)				-			GO:GO:0045735
GRMZM2G384755	ARK3,RK3(Ara)	NP_001130378	-	-	-	-	-	hypothetical protein LOC100191473 	AT4G21380	ARK3,RK3	receptor kinase 3	-	2.7.11.1		GO:GO:0048544
GRMZM2G152189	GRMZM2G152189	NP_001169657	-	-	-	-	-	hypothetical protein LOC100383538 	AT5G09530		hydroxyproline-rich glycoprotein family protein	-			
GRMZM2G043182	GRMZM2G043182	NP_001149800	-	-	-	-	-	mitochondrial carrier-like protein 	AT1G72820		Mitochondrial substrate carrier family protein	-		K15121	
GRMZM2G099810	GRMZM2G099810	-	-	-	-	-	-	-	AT5G14050		Transducin/WD40 repeat-like superfamily protein	-			
GRMZM2G105801	GRMZM2G105801	NP_001142592	-	-	-	-	-	hypothetical protein LOC100274858 	AT4G00525			-			
GRMZM2G468439	GRMZM2G468439	NP_001132443	-	-	-	-	-	hypothetical protein LOC100193896 	AT2G33590		NAD(P)-binding Rossmann-fold superfamily protein	-	1.2.1.44		GO:GO:0050662,GO:GO:0003824
GRMZM2G127650	GRMZM2G127650	-	-	-	-	-	-	-	AT2G19130		S-locus lectin protein kinase family protein	-	2.7.11.1		GO:GO:0048544,GO:GO:0006468,GO:GO:0005524,GO:GO:0004672
GRMZM2G476652	LFR(Ara)	NP_001144242	-	-	-	-	-	hypothetical protein LOC100277110 	AT3G22990	LFR	ARM repeat superfamily protein	-			
GRMZM2G065125	GRMZM2G065125	NP_001141325	-	-	-	-	-	hypothetical protein LOC100273416 	AT4G38500		Protein of unknown function (DUF616)	-			
AC195340.3_FG004	iaa20	NP_001168340	Chr5	5,379,304	5,384,290	iaa20	Aux/IAA-transcription factor 20	hypothetical protein LOC100382108 	AT5G42710			-			GO:GO:0006355,GO:GO:0005634
GRMZM2G105652	GRMZM2G105652	NP_001146072	-	-	-	-	-	hypothetical protein LOC100279604 	AT1G10385		Vps51/Vps67 family (components of vesicular transport) protein	-			
GRMZM2G075502	GRMZM2G075502	-	-	-	-	-	-	-	AT5G03380		Heavy metal transport/detoxification superfamily protein 	-			GO:GO:0046872,GO:GO:0030001
GRMZM2G700901	GRMZM2G700901	-	-	-	-	-	-	-	AT2G16660		Major facilitator superfamily protein	-	6.1.1.2		GO:GO:0006418,GO:GO:0005524,GO:GO:0004812,GO:GO:0000166
GRMZM5G873586	lbd44	C4J2X5	Chr10	3,275,775	3,281,566	lbd44	LBD-transcription factor 44	Putative uncharacterized protein 	AT4G23150	CRK7	cysteine-rich RLK (RECEPTOR-like protein kinase) 7	LBD	2.7.11.1		GO:GO:0006468,GO:GO:0005524,GO:GO:0004672
GRMZM2G304926	GRMZM2G304926	-	-	-	-	-	-	-				-			
GRMZM2G534096	GRMZM2G534096	-	-	-	-	-	-	-				-			
GRMZM2G347174	GRMZM2G347174	-	-	-	-	-	-	-				-			
AC202181.3_FG010	AtRBP-DR1,RBP-DR1(Ara)	-	-	-	-	-	-	-	AT4G03110	AtRBP-DR1,RBP-DR1	RNA-binding protein-defense related 1	-			
GRMZM2G156756	sbp17	NP_001140446	Chr1	295,502,079	295,509,029	sbp17	SBP-transcription factor 17	hypothetical protein LOC100272505 	AT3G60030	SPL12	squamosa promoter-binding protein-like 12	SBP			GO:GO:0005634,GO:GO:0003677
GRMZM2G313448	RIP3(Ara)	B6SL04	-	-	-	-	-	Putative uncharacterized protein 	AT2G37080	RIP3	ROP interactive partner 3	-			
GRMZM2G067156	GRMZM2G067156	B4FRL6	-	-	-	-	-	Putative uncharacterized protein 	AT5G59050			-			
GRMZM2G420882	GRMZM2G420882	-	-	-	-	-	-	-	AT2G19130		S-locus lectin protein kinase family protein	-	2.7.11.1		GO:GO:0048544,GO:GO:0006468,GO:GO:0005524,GO:GO:0004672
GRMZM2G018823	MPB2C(Ara)	NP_001130261	-	-	-	-	-	hypothetical protein LOC100191355 	AT5G08120	MPB2C	movement protein binding protein 2C	-			
GRMZM2G114046	GRMZM2G114046	NP_001170097	-	-	-	-	-	hypothetical protein LOC100384015 	AT1G22030			-			
GRMZM2G127687	GRMZM2G127687	NP_001168844	-	-	-	-	-	hypothetical protein LOC100382649 	AT4G23740		Leucine-rich repeat protein kinase family protein	-	2.7.11.1		GO:GO:0005515,GO:GO:0006468,GO:GO:0004672
GRMZM2G012926	GRMZM2G012926	NM_001149436	-	-	-	-	-	hypothetical protein LOC100275339 (LOC100275339), mRNA	AT3G14470		NB-ARC domain-containing disease resistance protein	-			
GRMZM2G145280	ATBBC1,BBC1,RSU2(Ara)	NP_001148638	-	-	-	-	-	60S ribosomal protein L13-2 	AT3G49010	ATBBC1,BBC1,RSU2	breast basic conserved 1	-		K02873	GO:GO:0006412,GO:GO:0005840,GO:GO:0005622,GO:GO:0003735
GRMZM5G802365	GRMZM5G802365	-	-	-	-	-	-	-				-			
GRMZM2G130953	bif1	NP_001132766	Chr8	18,321,199	18,323,290	bif1	barren inflorescence1	hypothetical protein LOC100194253 	AT2G22670	IAA8	indoleacetic acid-induced protein 8	-			GO:GO:0006355,GO:GO:0005634
GRMZM2G028500	GRMZM2G028500	NP_001142814	-	-	-	-	-	hypothetical protein LOC100275193 	AT4G39235			-			
GRMZM2G009438	DAR2(Ara)	-	-	-	-	-	-	-	AT2G39830	DAR2	DA1-related protein 2	-			GO:GO:0008152,GO:GO:0003824
AC217385.3_FG009	CID11(Ara)	-	-	-	-	-	-	-	AT1G32790	CID11	CTC-interacting domain 11	-			
GRMZM2G532157
GRMZM2G068294	EID1(Ara)	NP_001144058	-	-	-	-	-	hypothetical protein LOC100276883 	AT4G02440	EID1	F-box family protein	-			
GRMZM2G095655	GRMZM2G095655	NP_001144087	-	-	-	-	-	hypothetical protein LOC100276920 	AT3G17020		Adenine nucleotide alpha hydrolases-like superfamily protein	-			GO:GO:0006950
GRMZM2G030762	bhlh55	C4J948	Chr8	162,106,868	162,110,024	bhlh55	bHLH-transcription factor 55	Putative uncharacterized protein 	AT1G68920		basic helix-loop-helix (bHLH) DNA-binding superfamily protein	bHLH			
GRMZM2G080354	trpp10	NP_001140586	Chr9	5,654,774	5,657,748	trpp10	trehalose-6-phosphate phosphatase10	hypothetical protein LOC100272656 	AT5G10100		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	-	3.1.3.12	K01087	GO:GO:0005992,GO:GO:0003824
GRMZM2G162783	GT72B1,UGT72B1(Ara)	NP_001132650	-	-	-	-	-	hypothetical protein LOC100194125 	AT4G01070	GT72B1,UGT72B1	UDP-Glycosyltransferase superfamily protein	-			GO:GO:0016758,GO:GO:0008152
GRMZM2G020091	TET3(Ara)	NP_001148981	-	-	-	-	-	LOC100282601 	AT3G45600	TET3	tetraspanin3	-			GO:GO:0016021
